,Species,Superordinal_Group,Group,Order,Family,Genus,Media,Body_Mass,Humerus_Length,Humerus_Prox_Width,Humerus_MidS_Width,Humerus_Distal_Width,Humerus_Height,Radius_Length,Radius_Prox_Width,Radius_MidS_Width,Radius_Distal_Width,Radius_Height,Metacarpus_Length,Metacarpus_Prox_Width,Metacarpus_MidS_Width,Metacarpus_Distal_Width,Metacarpus_Height,Phalanx_Length,Phalanx_Prox_Width,Phalanx_MidS_Width,Phalanx_Distal_Width,Phalanx_Height,Digit_Length,major_clade
Dremomys_pernyi,Dremomys_pernyi,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Dremomys,terrestrial,198.63,35.204,6.749,3.029,8.894,3.683,31.787,3.914,2.247,3.749,1.7,9.973,1.481,1.116,1.599,1.23,7.494,1.835,0.974,1.254,1.146,17.128,others
Prosciurillus_leucomus,Prosciurillus_leucomus,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Prosciurillus,terrestrial,158.27,27.82,4.29,2.513,7.253,2.785,26.558,3.33,2.07,2.927,1.329,8.707,1.252,0.948,1.53,0.94,6.95,1.863,0.989,1.042,1.055,16.134,others
Rubrisciurus_rubriventer,Rubrisciurus_rubriventer,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Rubrisciurus,terrestrial,688.1,49.569,9.053,4.011,13.226,4.551,45.134,5.573,3.07,5.753,2.207,14.803,2.053,1.632,2.488,1.54,10.797,2.889,1.503,1.641,1.513,24.15,others
Hyosciurus_heinrichi,Hyosciurus_heinrichi,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Hyosciurus,terrestrial,296,33.262,6.5,3.123,9.504,3.521,32.82,4.132,2.209,4.15,1.911,11.017,1.606,1.299,2.008,1.199,6.532,2.379,1.193,1.406,1.138,16.556,others
Callosciurus_notatus,Callosciurus_notatus,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Callosciurus,terrestrial,209.49,34.903,5.546,3.337,8.714,3.618,32.049,4.027,2.53,3.799,1.639,9.324,1.268,1.063,1.658,1.063,8.273,1.935,1.048,1.106,1.242,18.693,others
Spermophilopsis_leptodactylus,Spermophilopsis_leptodactylus,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Spermophilopsis,terrestrial,600,37.41,7.612,3.75,11.446,4.742,34.817,5.097,2.289,4.969,2.565,12.48,2.19,1.801,2.227,1.752,8.057,2.608,1.589,1.817,1.749,23.189,others
Xerus_erythropus,Xerus_erythropus,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Xerus,terrestrial,602.23,39.938,8.402,3.379,10.041,4.884,36.718,4.844,2.608,5.22,2.397,12.178,2.574,1.691,2.505,1.454,6.785,2.719,1.975,2.04,1.411,20.139,others
Paraxerus_cepapi,Paraxerus_cepapi,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Paraxerus,terrestrial,222.85,22.507,5.36,2.346,6.602,2.799,19.334,2.942,1.856,3.177,1.838,8.525,1.184,1.05,1.521,1.257,6.742,1.657,1.113,1.069,1.14,14.953,others
Heliosciurus_rufobrachium,Heliosciurus_rufobrachium,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Heliosciurus,terrestrial,332.88,28.467,5.285,2.636,7.812,3.075,24.992,3.141,1.829,3.373,1.716,9.728,1.498,1.081,1.67,1.121,7.845,1.964,1.043,1.124,1.11,17.294,others
Funisciurus_anerythrus,Funisciurus_anerythrus,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Funisciurus,terrestrial,223.54,30.876,5.325,2.561,7.068,3.076,29.508,3.059,1.876,3.238,1.533,7.777,1.244,1.085,1.513,0.938,6.28,1.682,0.992,1.067,0.971,13.959,others
Tamias_striatus,Tamias_striatus,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Tamias,terrestrial,154,22.327,4.139,2.289,5.633,2.371,19.656,2.331,1.335,2.608,1.291,6.692,0.982,0.835,1.371,0.867,4.7,1.525,1.068,1.147,0.86,11.027,others
Spermophilus_sp,Spermophilus_sp,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Spermophilus,terrestrial,353.19,28.216,5.847,2.629,8.261,3.143,24.885,3.332,1.876,3.805,1.832,9.654,1.774,1.304,2.066,1.224,5.137,2.375,1.329,1.398,1.183,14.521,others
Cynomys_ludovicianus,Cynomys_ludovicianus,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Cynomys,terrestrial,797.05,40.39,9.955,4.765,12.46,7.365,36.49,5.4,4.17,6.785,2.7,11.61,3.01,1.93,3.325,1.815,6.305,2.84,2.015,2.93,1.325,17.88,others
Marmota_marmota,Marmota_marmota,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Marmota,terrestrial,4059.15,67.925,16.015,7.27,22.145,8.785,57.49,8.19,5.64,10.095,4.04,18.595,4.43,2.91,4.665,2.38,11.755,4.595,2.995,3.755,2.72,32.41,others
Sciurus_vulgaris,Sciurus_vulgaris,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Sciurus,terrestrial,333,38.409,6.024,2.801,9.07,3.284,36.632,4.1,2.225,4.008,1.883,11.388,1.304,1.231,1.839,1.145,8.867,2.235,1.199,1.393,1.266,21.88,others
Tamiasciurus_hudsonicus,Tamiasciurus_hudsonicus,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Tamiasciurus,terrestrial,200.24,34.138,6.166,3.061,9.011,3.433,31.221,3.73,2.4,4.134,1.747,9.504,1.36,1.132,1.561,1.092,7.291,2.006,1.073,1.07,1.044,17.117,others
Glaucomys_volans,Glaucomys_volans,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Glaucomys,semi-aerial,71.9,24.717,3.395,1.665,4.47,1.841,28.53,2.705,1.31,2.353,1.474,5.317,0.734,0.61,0.947,0.59,4.845,1.086,0.498,0.634,0.663,10.45,others
Belomys_pearsonii,Belomys_pearsonii,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Belomys,semi-aerial,217,43.032,5.539,2.607,6.886,3.028,44.638,3.82,2.517,4.251,1.958,6.757,1.058,1.129,1.487,0.999,6.66,1.719,1.005,1.177,1.113,15.089,others
Petaurista_petaurista,Petaurista_petaurista,Euarchontoglires,Rodentia,Rodentia,Sciuridae,Petaurista,semi-aerial,1533.84,80.895,9.95,3.835,12.415,4.7,81.02,6.655,3.45,7.34,2.665,15.735,2.62,2.075,2.615,1.75,12.65,2.71,1.63,2.235,1.645,30.825,others
Laonastes_aenigmamus,Laonastes_aenigmamus,Euarchontoglires,Rodentia,Rodentia,Diatomyidae,Laonastes,terrestrial,374,36.091,6.247,2.688,7.556,3.78,31.093,3.394,1.925,3.704,1.711,9.308,1.663,1.244,1.939,1.134,5.52,2.18,1.297,1.359,1.074,11.575,others
Ctenodactylus_sp,Ctenodactylus_sp,Euarchontoglires,Rodentia,Rodentia,Ctenodactylidae,Ctenodactylus,terrestrial,231.01,29.045,5.949,2.535,6.987,3.69,24.907,3.2,1.734,3.137,1.242,8.442,1.628,1.24,1.796,1.017,4.737,2.089,1.01,1.141,0.943,10.039,others
Massoutiera_mzabi,Massoutiera_mzabi,Euarchontoglires,Rodentia,Rodentia,Ctenodactylidae,Massoutiera,terrestrial,194,27.565,6.03,2.115,5.605,3.785,25.015,2.96,1.655,3.38,1.165,6.33,1.27,1.015,1.68,0.845,4.195,1.73,1.01,1.3,0.905,8.61,others
Felovia_vae,Felovia_vae,Euarchontoglires,Rodentia,Rodentia,Ctenodactylidae,Felovia,terrestrial,205,26.6,4.505,2.19,6.243,3.385,21.74,2.825,1.563,2.786,1.348,7.396,1.373,1.144,1.544,0.969,4.661,1.732,0.968,1.115,0.905,9.797,others
Pectinator_spekei,Pectinator_spekei,Euarchontoglires,Rodentia,Rodentia,Ctenodactylidae,Pectinator,terrestrial,169.7,26.851,5.689,2.088,5.339,3.448,21.401,3.256,1.572,2.441,1.153,6.463,0.906,0.782,1.348,0.792,3.992,1.432,0.781,0.817,0.718,8.498,others
Trichys_fasciculata,Trichys_fasciculata,Euarchontoglires,Rodentia,Rodentia,Hystricidae,Trichys,terrestrial,1750,68.422,12.282,5.116,15.412,5.394,64.633,7.032,2.967,8.314,3.263,24.303,2.925,1.956,3.134,2.028,9.114,3.754,1.997,2.129,1.863,24.579,others
Atherurus_macrourus,Atherurus_macrourus,Euarchontoglires,Rodentia,Rodentia,Hystricidae,Atherurus,terrestrial,2000,48.436,11.203,4.63,14.349,8.182,34.28,6.168,3.726,6.787,2.558,15.286,3.804,2.449,3.926,2.15,7.84,4.047,3.086,2.78,2.017,17.492,others
Hystrix_cristata,Hystrix_cristata,Euarchontoglires,Rodentia,Rodentia,Hystricidae,Hystrix,terrestrial,13406.27,101.905,26.65,12.05,30.415,21.14,74.885,13.97,5.54,15.48,7.6,26.58,7.79,4.845,8.11,4.1,12.2,6.435,5.67,6.86,4.225,36.23,others
Heterocephalus_glaber,Heterocephalus_glaber,Euarchontoglires,Rodentia,Rodentia,Heterocephalidae,Heterocephalus,terrestrial,39.36,15.888,3.903,1.798,4.382,2.29,10.807,1.651,1.045,1.739,1.003,4.881,1.019,0.658,1.222,0.717,3.211,1.334,0.665,0.78,0.633,6.813,others
Heliophobius_argenteocinereus,Heliophobius_argenteocinereus,Euarchontoglires,Rodentia,Rodentia,Bathyergidae,Heliophobius,terrestrial,159.46,21.178,5.364,2.755,6.081,4.305,17.146,2.49,1.596,3.187,1.202,8.114,1.449,0.892,1.652,0.981,4.252,1.732,0.952,1.179,0.849,9.675,others
Fukomys_mechowi,Fukomys_mechowi,Euarchontoglires,Rodentia,Rodentia,Bathyergidae,Fukomys,terrestrial,271.54,25.524,7.239,2.321,7.902,5.636,21.655,3.105,1.618,3.685,1.56,8.415,1.645,1.186,2.11,1.247,4.287,2.114,1.086,1.313,0.968,9.965,others
Cryptomys_hottentotus,Cryptomys_hottentotus,Euarchontoglires,Rodentia,Rodentia,Bathyergidae,Cryptomys,terrestrial,75.13,17.664,5.113,1.96,5.787,4.92,16.424,2.216,1.166,2.731,1.103,6.301,1.262,0.923,1.44,0.717,3.288,1.311,0.783,0.93,0.636,7.284,others
Georychus_capensis,Georychus_capensis,Euarchontoglires,Rodentia,Rodentia,Bathyergidae,Georychus,terrestrial,188.36,21.797,5.431,1.884,6.24,4.69,19.188,2.51,1.378,2.842,0.915,6.859,1.318,0.666,1.306,0.78,3.616,1.386,0.784,0.925,0.694,8.037,others
Bathyergus_suillus,Bathyergus_suillus,Euarchontoglires,Rodentia,Rodentia,Bathyergidae,Bathyergus,terrestrial,777.38,38.87,11.91,4.85,14.38,9.495,35.325,4.995,3.17,6.52,2.18,12.27,2.035,1.925,2.595,2.05,6.065,1.94,1.54,2.375,2.735,25.66,others
Cuniculus_taczanowskii,Cuniculus_taczanowskii,Euarchontoglires,Rodentia,Rodentia,Cuniculidae,Cuniculus,terrestrial,8999.95,75.292,12.965,6.468,17.802,10.104,58.541,9.252,4.404,8.392,5.465,23.459,4.663,3.6,5.459,2.859,9.487,5.655,3.99,4.562,2.581,NA,others
Cuniculus_paca,Cuniculus_paca,Euarchontoglires,Rodentia,Rodentia,Cuniculidae,Cuniculus,terrestrial,1590.57,89.825,18.76,6.835,20.705,12.205,68.68,10.565,5.825,11.055,4.725,24.32,4.425,4.285,6.445,3.605,9.32,5.83,4.565,5.04,4.51,26.08,others
Myoprocta_acouchy,Myoprocta_acouchy,Euarchontoglires,Rodentia,Rodentia,Dasyproctidae,Myoprocta,terrestrial,954.87,56.525,8.86,3.705,9.775,5.125,54.65,5.72,3.285,5.475,2.44,18.665,2.515,2.355,3.65,1.655,6.48,3.185,2.27,2.7,2.42,17.625,others
Dasyprocta_prymnolopha,Dasyprocta_prymnolopha,Euarchontoglires,Rodentia,Rodentia,Dasyproctidae,Dasyprocta,terrestrial,2900,70.585,11.535,4.23,12.245,6.12,63.41,7.935,4.155,7.42,3.135,23,3.71,3,4.28,2.41,7.405,3.965,2.845,3.19,3.015,19.645,others
Dasyprocta_punctata,Dasyprocta_punctata,Euarchontoglires,Rodentia,Rodentia,Dasyproctidae,Dasyprocta,terrestrial,2309.12,80.479,13.987,5.898,14.325,7.489,69.453,7.961,4.379,8.542,4.096,27.165,4.276,3.197,4.762,2.545,8.721,4.462,3.117,3.546,2.269,NA,others
Kerodon_rupestris,Kerodon_rupestris,Euarchontoglires,Rodentia,Rodentia,Caviidae,Kerodon,terrestrial,799.15,45.465,8.165,3.75,8.52,4.785,33.325,5.245,2.755,5.475,1.84,13.09,2.205,1.92,3.03,1.535,7.8,2.67,1.59,1.81,1.47,14.295,others
Hydrochoerus_hydrochaeris,Hydrochoerus_hydrochaeris,Euarchontoglires,Rodentia,Rodentia,Caviidae,Hydrochoerus,semi-aquatic,48144.91,160.25,37.705,11.725,37.03,21.1,123.41,24.74,10.685,25.25,9.51,61.305,12.12,9.97,14.675,6.035,21.235,14.365,11.555,12.815,6.26,51.04,others
Dolichotis_patagonum,Dolichotis_patagonum,Euarchontoglires,Rodentia,Rodentia,Caviidae,Dolichotis,terrestrial,8000,105.895,17.76,7.965,17.82,13.465,141.255,14.505,8.98,16.7,6.605,37.98,5.93,4.25,6.29,4.28,9.755,5.07,3.48,3.76,3.305,27.045,others
Galea_musteloides,Galea_musteloides,Euarchontoglires,Rodentia,Rodentia,Caviidae,Galea,terrestrial,386.64,26.248,4.676,2.101,4.765,2.869,21.361,2.973,1.706,2.5,1.061,7.188,1.907,1.267,1.677,1.031,3.477,1.747,1.145,1.142,1.009,8.751,others
Cavia_fulgida,Cavia_fulgida,Euarchontoglires,Rodentia,Rodentia,Caviidae,Cavia,terrestrial,282.5,31.703,5.212,2.549,5.74,3.005,25.341,3.606,1.842,3.655,1.32,9.727,2.028,1.292,2.128,1.193,4.695,1.983,1.211,1.234,1.082,11.605,others
Coendou_prehensilis,Coendou_prehensilis,Euarchontoglires,Rodentia,Rodentia,Erethizontidae,Coendou,terrestrial,4116.2,73.795,17.925,8.495,21.08,11.43,64.295,8.83,6.38,10.615,3.835,15.64,3.16,2.215,3.86,2.32,10.485,3.975,2.66,3.195,2.415,32.195,others
Lagidium_sp,Lagidium_sp,Euarchontoglires,Rodentia,Rodentia,Chinchillidae,Lagidium,terrestrial,1814,53.855,13.135,5.14,14.605,9.705,56.84,7.39,4.4,7.23,3.26,12.21,3.075,2.62,4.035,2.25,7.75,3.65,2.87,3.395,2.76,17.68,others
Chinchilla_lanigera,Chinchilla_lanigera,Euarchontoglires,Rodentia,Rodentia,Chinchillidae,Chinchilla,terrestrial,480.28,35.852,6.213,2.949,6.79,4.102,40.732,3.983,2.282,3.75,1.772,10.537,1.852,1.467,1.91,1.202,4.88,2.06,1.224,1.406,1.062,10.263,others
Isothrix_bistriata,Isothrix_bistriata,Euarchontoglires,Rodentia,Rodentia,Echimyidae,Isothrix,terrestrial,444.99,35.334,6.14,2.987,8.495,6.146,31.93,4.164,2.134,3.773,1.809,8.147,1.976,1.388,2.306,1.236,6.459,2.193,1.551,1.65,1.077,15.854,others
Myocastor_coypus,Myocastor_coypus,Euarchontoglires,Rodentia,Rodentia,Echimyidae,Myocastor,semi-aquatic,6361.55,74.5,19.905,7.09,21.045,9.83,79.6,10.365,4.715,10.185,5.485,18.41,4.265,3.235,5.29,3.335,11.335,5.73,3.7,3.66,2.76,29.93,others
Phyllomys_brasiliensis,Phyllomys_brasiliensis,Euarchontoglires,Rodentia,Rodentia,Echimyidae,Phyllomys,terrestrial,312.49,28.607,4.998,2.569,7.103,3.6,24.475,3.599,1.79,3.409,1.648,7.072,1.663,1.293,1.839,1.222,4.957,2.134,1.469,1.564,0.979,11.955,others
Makalata_didelphoides,Makalata_didelphoides,Euarchontoglires,Rodentia,Rodentia,Echimyidae,Makalata,terrestrial,398.66,27.947,5.117,2.397,6.256,3.447,23.453,3.099,1.797,2.857,1.583,7.444,1.43,1.005,1.762,0.977,5.099,1.975,1.311,1.402,0.822,11.708,others
Lonchothrix_emiliae,Lonchothrix_emiliae,Euarchontoglires,Rodentia,Rodentia,Echimyidae,Lonchothrix,terrestrial,138.2,19.068,3.811,1.682,5.568,2.623,16.045,2.599,1.381,2.261,1.193,5.713,1.113,0.951,1.361,0.824,4.014,1.55,1.078,1.06,0.723,9.014,others
Hoplomys_gymnurus,Hoplomys_gymnurus,Euarchontoglires,Rodentia,Rodentia,Echimyidae,Hoplomys,terrestrial,281.42,37.167,7.162,3.463,8.064,4.258,34.791,4.5,2.513,4.346,2,11.674,2.182,1.883,2.548,1.682,6.622,2.579,1.64,1.713,1.571,15.967,others
Proechimys_semispinosus,Proechimys_semispinosus,Euarchontoglires,Rodentia,Rodentia,Echimyidae,Proechimys,terrestrial,353.32,25.076,4.261,1.913,5.594,2.629,23.842,2.637,1.46,2.34,0.95,8.079,1.654,1.17,1.507,1.016,4.668,1.694,1.195,1.163,0.964,10.713,others
Proechimys_guyannensis,Proechimys_guyannensis,Euarchontoglires,Rodentia,Rodentia,Echimyidae,Proechimys,terrestrial,314.03,29.378,5.194,2.583,5.886,3.282,26.187,3.236,1.694,2.939,1.178,8.641,1.589,1.035,1.585,0.912,4.644,1.718,0.99,1.148,0.9,10.43,others
Capromys_pilorides,Capromys_pilorides,Euarchontoglires,Rodentia,Rodentia,Capromyidae,Capromys,terrestrial,5200,65.06,15.07,6.405,17.04,14.71,58.735,7.8,4.33,8.025,4.66,17.765,3.785,3.205,5.195,2.4,10.425,5.08,3.165,3.7,2.425,27.305,others
Ctenomys_maulinus,Ctenomys_maulinus,Euarchontoglires,Rodentia,Rodentia,Ctenomyidae,Ctenomys,terrestrial,215,17.42,4.078,2.04,5.431,2.306,16.161,2.102,0.984,2.153,1.332,5.194,1.218,0.958,1.501,0.989,2.414,1.583,0.96,1.156,0.914,9.145,others
Octodon_degus,Octodon_degus,Euarchontoglires,Rodentia,Rodentia,Octodontidae,Octodon,terrestrial,203.27,24.589,4.806,2.115,5.883,2.733,22.865,2.787,1.639,2.491,1.391,6.472,1.506,1.001,1.418,1.043,3.412,1.794,0.999,1.141,0.918,9.141,others
Spalacopus_cyanus,Spalacopus_cyanus,Euarchontoglires,Rodentia,Rodentia,Octodontidae,Spalacopus,terrestrial,100.86,19.683,3.881,1.591,5.348,1.756,17.275,2.489,1.183,2.188,1.079,6.155,1.296,0.891,1.394,0.837,3.246,1.589,0.863,1.109,0.853,9.543,others
Abrocoma_cinerea,Abrocoma_cinerea,Euarchontoglires,Rodentia,Rodentia,Abrocomidae,Abrocoma,terrestrial,193.64,27.63,5.75,2.442,5.781,4.536,25.918,2.984,1.942,2.78,1.384,6.191,1.132,0.935,1.519,0.837,2.962,1.528,0.897,1.036,0.661,7.144,others
Anomalurus_beecrofti,Anomalurus_beecrofti,Euarchontoglires,Rodentia,Rodentia,Anomaluridae,Anomalurus,semi-aerial,479.07,61.897,7.41,3.832,7.974,4.15,52.487,3.861,2.429,3.711,1.764,8.566,1.29,1.338,1.927,1.157,8.418,1.998,1.61,1.158,1.149,22.39,others
Anomalurus_sp,Anomalurus_sp,Euarchontoglires,Rodentia,Rodentia,Anomaluridae,Anomalurus,semi-aerial,250,46.573,5.74,3.048,6.808,3.26,42.777,3.136,2.212,3.17,1.824,7.594,1.049,1.011,1.539,0.918,7.246,1.6,1.245,0.992,0.959,19.487,others
Idiurus_zenkeri,Idiurus_zenkeri,Euarchontoglires,Rodentia,Rodentia,Anomaluridae,Idiurus,semi-aerial,100,13.789,1.917,1.016,2.728,1.228,14.841,1.094,0.722,1.192,0.549,2.788,0.361,0.317,0.467,0.274,2.665,0.525,0.356,0.351,0.34,6.666,others
Zenkerella_insignis,Zenkerella_insignis,Euarchontoglires,Rodentia,Rodentia,Zenkerellidae,Zenkerella,terrestrial,200,30.479,5.102,2.772,6.905,3.71,29.679,2.881,1.96,2.719,1.628,10.19,0.956,0.806,1.25,0.887,7.682,1.202,0.678,0.752,1.027,19.119,others
Nannospalax_ehrenbergi,Nannospalax_ehrenbergi,Euarchontoglires,Rodentia,Rodentia,Spalacidae,Nannospalax,terrestrial,164.35,20.752,5.045,2.016,6.75,5.774,16.424,3.303,1.455,2.571,0.947,4.874,1.667,0.925,1.671,0.898,2.85,1.652,1.038,1.391,0.709,7.917,others
Spalax_leucodon,Spalax_leucodon,Euarchontoglires,Rodentia,Rodentia,Spalacidae,Spalax,terrestrial,188.67,23.843,5.624,2.231,7.659,6.476,19.227,3.726,2.029,2.506,1.338,4.764,2.006,1.153,1.855,1.206,3.258,1.999,1.352,1.529,0.938,9.2,others
Myospalax_myospalax,Myospalax_myospalax,Euarchontoglires,Rodentia,Rodentia,Spalacidae,Myospalax,terrestrial,356.5,31.481,9.434,4.922,14.31,9.489,20.384,5.638,2.4,5.566,2.958,6.429,3.701,2.972,3.724,3.088,2.005,4.642,4.339,3.996,2.546,25.669,others
Tachyoryctes_splendens,Tachyoryctes_splendens,Euarchontoglires,Rodentia,Rodentia,Spalacidae,Tachyoryctes,terrestrial,218.565,27.805,6.592,3.228,8.31,6.503,24.88,3.467,2.101,3.054,1.656,7.196,1.88,1.347,1.918,1.163,3.857,2.046,1.214,1.515,1.106,10.036,others
Pachyuromys_duprasi,Pachyuromys_duprasi,Euarchontoglires,Rodentia,Rodentia,Muridae,Pachyuromys,terrestrial,47.5,15.098,3.551,1.604,4.246,1.719,19.589,1.647,0.963,1.596,0.95,3.89,0.754,0.589,0.87,0.583,1.707,0.922,0.553,0.601,0.527,5.024,others
Meriones_tamariscinus,Meriones_tamariscinus,Euarchontoglires,Rodentia,Rodentia,Muridae,Meriones,terrestrial,120,22.642,4.566,1.954,5.621,2.63,23.989,2.547,1.425,2.247,1.457,5.297,1.172,0.938,1.448,0.924,2.802,1.633,0.882,0.966,0.861,8.965,others
Rhombomys_opimus,Rhombomys_opimus,Euarchontoglires,Rodentia,Rodentia,Muridae,Rhombomys,terrestrial,192.5,23.456,4.673,2.03,6.072,2.771,23.966,2.551,1.465,2.227,1.537,4.955,1.068,0.889,1.355,0.983,2.752,1.638,0.869,0.931,0.896,8.415,others
Psammomys_obesus,Psammomys_obesus,Euarchontoglires,Rodentia,Rodentia,Muridae,Psammomys,terrestrial,102.15,22.899,4.374,2.064,5.99,2.371,23.767,2.332,1.248,2.237,1.155,5.936,1.522,0.88,1.512,1.024,2.484,1.358,0.801,0.791,0.685,7.322,others
Taterillus_emini,Taterillus_emini,Euarchontoglires,Rodentia,Rodentia,Muridae,Taterillus,terrestrial,52.5,15.694,2.984,1.316,3.582,1.676,17.364,1.63,1.09,1.451,0.843,3.626,0.796,0.646,0.844,0.565,1.724,0.916,0.561,0.637,0.556,5.193,others
Gerbillus_gerbillus,Gerbillus_gerbillus,Euarchontoglires,Rodentia,Rodentia,Muridae,Gerbillus,terrestrial,26.99,12.392,2.478,0.991,3.048,1.218,14.609,1.228,0.721,1.278,0.671,3.282,0.669,0.489,0.745,0.441,1.872,0.889,0.466,0.515,0.417,5.523,others
Sekeetamys_calurus,Sekeetamys_calurus,Euarchontoglires,Rodentia,Rodentia,Muridae,Sekeetamys,terrestrial,56.61,16.079,3.15,1.36,3.858,1.709,18.875,1.683,1.074,1.549,0.787,3.945,0.713,0.64,0.833,0.59,2.372,1.006,0.55,0.617,0.532,6.09,others
Gerbilliscus_kempi,Gerbilliscus_kempi,Euarchontoglires,Rodentia,Rodentia,Muridae,Gerbilliscus,terrestrial,100.83,21.3,3.881,1.652,5.046,2.264,21.047,2.087,1.315,2.077,1.254,4.41,0.969,0.733,1.168,0.72,2.188,1.266,0.756,0.832,0.722,7.685,others
Desmodillus_auricularis,Desmodillus_auricularis,Euarchontoglires,Rodentia,Rodentia,Muridae,Desmodillus,terrestrial,54.81,16.9,3.282,1.419,4.229,1.976,17.842,1.719,0.921,1.438,1.007,3.787,0.734,0.545,0.773,0.555,1.806,0.958,0.494,0.602,0.475,5.176,others
Tatera_indica,Tatera_indica,Euarchontoglires,Rodentia,Rodentia,Muridae,Tatera,terrestrial,138.28,21.079,4.449,1.942,4.684,2.108,22.299,2.072,1.399,1.842,1.204,3.947,0.895,0.826,0.975,0.892,2.122,1.149,0.693,0.816,0.776,5.459,others
Deomys_ferrugineus,Deomys_ferrugineus,Euarchontoglires,Rodentia,Rodentia,Muridae,Deomys,semi-aquatic,57.6,18.238,2.787,1.442,3.547,1.794,19.785,1.496,1.038,1.459,0.866,5.667,0.991,0.625,0.98,0.547,2.821,0.955,0.589,0.682,0.569,6.023,others
Acomys_cahirinus,Acomys_cahirinus,Euarchontoglires,Rodentia,Rodentia,Muridae,Acomys,terrestrial,41.16,14.666,2.808,1.324,3.548,1.759,14.474,1.314,0.783,1.548,0.755,3.288,0.631,0.48,0.798,0.533,2.502,0.776,0.482,0.666,0.484,4.735,others
Lophuromys_flavopunctatus,Lophuromys_flavopunctatus,Euarchontoglires,Rodentia,Rodentia,Muridae,Lophuromys,terrestrial,57.07,12.266,2.501,1.226,3.687,1.664,12.053,1.62,0.887,1.197,0.614,4.292,1.06,0.626,0.867,0.658,2.251,1.04,0.621,0.663,0.54,5.649,others
Micromys_minutus,Micromys_minutus,Euarchontoglires,Rodentia,Rodentia,Muridae,Micromys,terrestrial,6.99,7.467,1.482,0.657,2.089,0.79,8.227,0.848,0.448,0.737,0.427,2.418,0.476,0.329,0.448,0.332,1.662,0.534,0.27,0.33,0.254,3.654,others
Melasmothrix_naso,Melasmothrix_naso,Euarchontoglires,Rodentia,Rodentia,Muridae,Melasmothrix,terrestrial,47.7,13.9,4.07,1.619,5.403,1.918,15.684,2.315,1.111,1.934,0.844,4.227,1.234,0.77,1.175,0.691,2.737,1.342,0.745,0.861,0.689,7.544,others
Paraleptomys_wilhelmina,Paraleptomys_wilhelmina,Euarchontoglires,Rodentia,Rodentia,Muridae,Paraleptomys,terrestrial,33.68,15.842,2.681,1.39,3.838,1.458,18.113,1.711,0.912,1.63,0.683,5.311,0.933,0.603,0.974,0.533,2.663,1.087,0.542,0.675,0.497,5.92,others
Leopoldamys_sabanus,Leopoldamys_sabanus,Euarchontoglires,Rodentia,Rodentia,Muridae,Leopoldamys,terrestrial,347.61,30.016,5.417,2.545,7.77,4.231,26.745,3.215,1.946,2.561,1.772,9.099,1.863,1.14,1.807,1.148,5.254,2.036,1.024,1.207,1.047,10.994,others
Niviventer_rapit,Niviventer_rapit,Euarchontoglires,Rodentia,Rodentia,Muridae,Niviventer,terrestrial,79.73,19.193,3.481,1.645,4.775,2.058,19.039,1.954,1.189,1.811,1.092,5.723,1.052,0.723,1.112,0.64,3.623,1.279,0.655,0.771,0.579,7.637,others
Paruromys_dominator,Paruromys_dominator,Euarchontoglires,Rodentia,Rodentia,Muridae,Paruromys,terrestrial,325.31,30.757,5.583,2.495,8.417,2.917,29.865,3.897,1.793,3.112,1.623,9.995,1.825,1.095,1.887,1.025,5.584,2.236,0.976,1.28,0.969,12.451,others
Taeromys_celebensis,Taeromys_celebensis,Euarchontoglires,Rodentia,Rodentia,Muridae,Taeromys,terrestrial,252.7,26.231,5.718,2.333,7.261,2.829,26.145,3.326,1.794,3.014,1.377,9.056,1.584,1.035,1.833,1.107,5.13,2.056,0.966,1.227,0.975,10.408,others
Sundamys_muelleri,Sundamys_muelleri,Euarchontoglires,Rodentia,Rodentia,Muridae,Sundamys,terrestrial,356.48,24.757,5.202,2.247,7.142,3.066,24.043,3.229,1.815,2.515,1.367,7.749,1.582,1.129,1.707,1.051,4.93,1.798,1.052,1.225,0.962,11.234,others
Rattus_norvegicus,Rattus_norvegicus,Euarchontoglires,Rodentia,Rodentia,Muridae,Rattus,terrestrial,282.89,24.499,4.944,2.369,7.051,2.898,21.328,3.108,1.557,2.467,1.46,7.357,1.536,1.148,1.573,1.061,4.63,1.909,1.046,1.231,0.894,10.047,others
